time,value
43554,0.644027889
43611,0.620984614
43777,0.789167762
43880,0.646865189
44180,0.591695189
44255,0.609226465
44283,0.657954097
44349,0.594184279
44363,0.516810775
44413,0.759408653
44463,0.752125382
44472,0.768749714
44484,0.614767432
44522,0.653889298
44624,0.70438683
44711,0.721664906
44724,0.593082309
44730,0.617989242
44761,0.666692197
44976,0.681162119
45014,0.622013569
45045,0.608844876
45385,0.467300653
45427,0.515714288
45530,0.748338103
45571,0.760506988
45757,0.660876751
46274,0.747029185
46492,0.72239846
46504,0.68107605
46610,0.575893044
46722,0.729757309
46874,0.711984277
46890,0.572339892
46910,0.594903529
47017,0.573167324
47046,0.699193358
47063,0.668527782
47067,0.575684011
47083,0.654811382
47112,0.723779738
47159,0.722837746
47178,0.716321945
47304,0.718562603
47348,0.705200553
47459,0.345929593
47546,0.666429043
47611,0.659211993
47625,0.532988667
47777,0.639853358
47999,0.669396758
48189,0.614431143
48198,0.780382037
48247,0.660354495
48385,0.657728374
48510,0.719354749
48635,0.698053837
48696,0.795615256
48717,0.544915736
48843,0.58674705
49093,0.661635339
49165,0.831360221
49201,0.713051677
49268,0.562848985
49314,0.70008558
49361,0.689761281
49483,0.800155282
49527,0.608300447
49691,0.64040935
49702,0.713166773
49752,0.697680295
49853,0.535292268
49864,0.530536413
49961,0.651760101
49975,0.841851354
50010,0.617250443
50261,0.763255
50322,0.598350286
50440,0.729890287
50505,0.647675157
50598,0.656986654
50603,0.676002502
50639,0.722067237
50697,0.697184205
50752,0.669357181
50761,0.612340152
50819,0.695518076
50899,0.688271284
51094,0.72196418
51468,0.674196362
51600,0.694551229
51797,0.614779234
51930,0.610797286
51936,0.525083303
51950,0.726781011
51971,0.61819154
52013,0.600263715
52229,0.583350778
52263,0.809450626
52352,0.544562101
52364,0.630934596
52399,0.588895082
52539,0.737373114
52547,0.741110504
52641,0.612490296
52666,0.595869303
52967,0.806353271
53082,0.641964078
53254,0.703557014
53623,0.802428067
53810,0.535201192
53982,0.658307612
54041,0.645679176
54147,0.659604788
54458,0.578933299
54588,0.591516018
54592,0.517694056
54605,0.58765173
54766,0.564836204
55065,0.64911139
55079,0.65178895
55120,0.596365273
55148,0.71385777
55157,0.649604976
55261,0.599608779
55367,0.594049931
55499,0.503537118
55583,0.623871267
55586,0.625310838
55607,0.668421209
55629,0.600850165
55718,0.735033929
55870,0.631911159
55982,0.662716985
56011,0.641186357
56132,0.635168791
56168,0.662081003
56210,0.600536287
56291,0.446802676
56477,0.657149732
56481,0.699624538
56487,0.741594911
56761,0.60097909
56791,0.669990301
56793,0.708276629
56932,0.62102592
56959,0.813677549
57066,0.710298657
57301,0.463498652
57412,0.816036046
57451,0.60003686
57585,0.517278373
57781,0.638201952
57792,0.556737065
57898,0.644541264
57944,0.536586881
57966,0.558921099
57978,0.592063546
58170,0.703570247
58367,0.456733048
58397,0.514725208
58405,0.633562684
58447,0.515905619
58615,0.561712384
58655,0.518550515
58730,0.524127603
58766,0.742837667
58865,0.788308263
59057,0.612574637
59340,0.78307724
59485,0.672506094
59553,0.613925576
59555,0.592589736
59972,0.688225985
60001,0.677161157
60125,0.624012887
60179,0.615529299
60280,0.66939491
60431,0.644216239
60958,0.550494552
61178,0.641234398
61219,0.657310069
61386,0.744807899
61398,0.572439432
61660,0.620089889
61725,0.581421614
61742,0.629902005
61904,0.588866353
61906,0.61298573
61941,0.63909018
61969,0.580044091
61990,0.578629732
61991,0.5311203
62052,0.72128737
62081,0.675179601
62344,0.54714036
62386,0.574185789
62487,0.533065796
62558,0.600832641
62560,0.690015197
62693,0.576596916
62820,0.626959562
62968,0.53145647
63071,0.793452919
63150,0.632908463
63161,0.641739428
63248,0.603188753
63568,0.766873837
63622,0.71366173
63687,0.691495657
63905,0.632378221
64091,0.633378625
64128,0.518465281
64499,0.613823116
64598,0.649282515
64629,0.628643274
64894,0.624330163
64928,0.58469218
65325,0.575154185
65372,0.637142777
65417,0.563717902
65445,0.600307643
65448,0.730945349
65558,0.660667896
65684,0.736103594
65722,0.676298618
65753,0.5360502
65841,0.657982826
65858,0.718560934
65933,0.674812496
65956,0.801018476
65987,0.590825677
66113,0.596509933
66210,0.79000628
66230,0.658000231
66244,0.776142359
66292,0.722340703
66509,0.662863135
66633,0.766645968
66652,0.514329672
66664,0.678104281
66680,0.652843952
66682,0.652228892
66697,0.662791848
66739,0.679685593
66742,0.741327584
66780,0.667081654
67090,0.701089144
67183,0.619213581
67237,0.598215699
67281,0.537375569
67386,0.698376656
67511,0.566852033
67523,0.595175505
67834,0.648038507
67860,0.562360168
67898,0.540976763
67994,0.794201255
68069,0.661966264
68188,0.605810523
68311,0.636991262
68368,0.652919471
68438,0.74683392
68456,0.585804224
68587,0.523040414
68619,0.699234903
68623,0.610732555
68664,0.692216158
68826,0.744249225
68837,0.613147736
69066,0.716309309
69071,0.647350252
69234,0.619575262
69336,0.71950531
69427,0.538609266
69460,0.497752458
69529,0.673766255
69640,0.675877094
69675,0.557763815
69785,0.562687755
69822,0.709145725
70054,0.674161613
70195,0.594215035
70339,0.550555229
70360,0.711028874
70588,0.732834339
70593,0.663816214
70637,0.761266649
70650,0.543403625
70741,0.646335363
70875,0.69241327
70951,0.556158841
70958,0.508864939
71013,0.660204053
71081,0.637598217
71159,0.56565702
71206,0.641516626
71223,0.612492204
71256,0.709148228
71356,0.680813909
71694,0.570240617
71768,0.726600707
71812,0.461678922
71833,0.663992047
71915,0.712077498
71923,0.693667173
72102,0.537680328
72289,0.685252547
72550,0.464366555
72585,0.737190604
72620,0.659521222
72646,0.632313728
73124,0.576834798
73204,0.547566414
73242,0.632121921
73453,0.919127703
73492,0.649361789
73565,0.560131609
73686,0.459210128
73838,0.685128331
73885,0.647422373
73915,0.665206909
73922,0.578531981
73943,0.567177713
74034,0.833012819
74036,0.637767196
74150,0.633989036
74192,0.682542861
74306,0.601630688
74412,0.679846942
74482,0.52122736
74594,0.500394404
74718,0.681673288
74756,0.533931375
74835,0.687182009
74857,0.672040582
75005,0.618639886
75097,0.604884028
75110,0.680200577
75146,0.666493058
75184,0.676633239
75205,0.507111251
75369,0.656254411
75442,0.7210657
75497,0.583290994
75565,0.613914251
75612,0.701089263
75685,0.524913013
75886,0.586288095
75960,0.740423977
76005,0.632796168
76218,0.554582953
76219,0.652619064
76306,0.538635314
76486,0.544550657
76487,0.69071728
76531,0.614558816
76587,0.616646647
76793,0.731965065
76930,0.704379559
76937,0.561257482
77012,0.666377485
77019,0.641180396
77032,0.524734974
77145,0.556757569
77506,0.625780046
77555,0.710262001
77558,0.729076266
77609,0.682983875
77708,0.617358565
77806,0.508841515
77950,0.676388621
78039,0.64991796
78060,0.770622373
78089,0.746657372
78144,0.549695015
78186,0.610139191
78229,0.710434139
78275,0.553736091
78329,0.638389587
78349,0.542362332
78352,0.45017153
78423,0.662084579
78435,0.498665392
78517,0.605157197
78520,0.544910431
78590,0.61689961
78638,0.655601442
78745,0.601584911
78755,0.667797565
78758,0.610333741
78938,0.587037265
79060,0.6652596
79127,0.510843754
79148,0.655535221
79149,0.682113528
79178,0.695809484
79230,0.529737532
79554,0.631187201
79577,0.646799684
79865,0.696949005
79925,0.607742548
80249,0.659409046
80289,0.672219276
80473,0.694487095
80493,0.579977095
80545,0.568588734
80748,0.640409529
81142,0.676076412
81315,0.551303506
81325,0.626090646
81368,0.67769742
81369,0.59532702
81437,0.736986637
81525,0.507810712
81615,0.564603388
81721,0.620035648
81910,0.772718191
82113,0.543617368
82251,0.651571572
82482,0.643257439
82557,0.574587584
82708,0.573347092
82748,0.48839739
82950,0.654677629
83150,0.599316061
83169,0.633247793
83176,0.677682936
83324,0.640441477
83649,0.562344551
83795,0.550266743
83799,0.580950141
83893,0.63801527
83904,0.736035407
83947,0.605933905
83970,0.514398396
83989,0.647482395
84039,0.520945668
84281,0.575331926
84394,0.60834074
84453,0.600396514
84460,0.62371242
84533,0.628841221
84625,0.590561986
84633,0.61122632
84650,0.545176268
84822,0.616898835
84832,0.689112127
84858,0.601155996
84988,0.594822884
85030,0.614430785
85127,0.626464963
85165,0.608555198
85197,0.665322602
85270,0.623263717
85420,0.695585012
85448,0.713773727
85546,0.65231204
85583,0.633117914
85605,0.613200784
85684,0.511182964
85784,0.636179805
85794,0.629544854
85860,0.5645895
85943,0.642938852
86222,0.715720654
86396,0.655837655
86402,0.779794157
86421,0.612018466
86592,0.709540486
86645,0.58264178
86658,0.615887403
86671,0.573509216
86716,0.630384445
86867,0.710956216
86894,0.555724382
86939,0.557733893
87076,0.751508117
87170,0.647868931
87321,0.691912591
87339,0.58653152
87575,0.649756908
87688,0.621972799
87791,0.641610801
87793,0.719700336
87794,0.650942206
87909,0.548552334
87919,0.52181524
88097,0.539687037
88224,0.747766495
88313,0.708520174
88532,0.74055934
88557,0.723039269
88832,0.646993399
88905,0.398219287
89362,0.675917804
89446,0.585910559
89643,0.679210484
89753,0.737319469
89768,0.649074316
90044,0.713118434
90141,0.688424706
90172,0.614444017
90189,0.678536594
90253,0.693977118
90399,0.18075259
